brand,description,num_review,price,rating,sale_price,shoe_type
Nike, Women's React Infinity Run Flyknit Running Sneakers from Finish Line,88,160.0,76.82,90.0,Sneakers
Skechers, Women's Ultra Flex - Salutations Walking Sneakers from Finish Line,164,65.0,93.9,50.0,Sneakers
kate spade new york, Lift Sneakers,0,128.0,0.0,96.0,Sneakers
Dr. Scholl's, Women's No Bad Vibe's Sneakers,1,75.0,100.0,75.0,Sneakers
Asics, Women's Jolt 2 Running Sneakers from Finish Line,29,55.0,82.76,35.0,Sneakers
DKNY," Marini Women's Sneakers, Created for Macy's",0,119.0,0.0,54.93,Sneakers
adidas, Women's Swift Run Casual Sneakers from Finish Line,2880,84.99,91.84,84.99,Sneakers
Steve Madden, Women's Hoop High-Top Sneakers,0,89.0,0.0,89.0,Sneakers
Madden Girl, Bexx Lace-Up Sneakers,0,39.0,0.0,39.0,Sneakers
Journee Collection, Women's Foam Destany Sneaker,0,79.99,0.0,79.99,Sneakers
Camper, Women's Ecoalf Sneakers,0,145.0,0.0,145.0,Sneakers
Camper, Women's Pelotas Xlite Sneakers,0,130.0,0.0,130.0,Sneakers
Camper, Women's Brutus Sneakers,0,150.0,0.0,150.0,Sneakers
Sorel, Women's Kinetic Conquest Sneakers,43,165.0,95.35,165.0,Sneakers
ALL BLACK, Women's All Mesh Bootie Sneakers,0,149.0,0.0,149.0,Sneakers
Sugar, Paige Lace-Up Sneakers,9,50.0,66.67,50.0,Sneakers
Journee Collection, Women's Frankie Sneakers,0,89.99,0.0,89.99,Sneakers
Barbour, Women's Hallie Sneakers,0,150.0,0.0,150.0,Sneakers
Camper, Women's Uno Sneakers,0,135.0,0.0,135.0,Sneakers
Vintage Havana, Medium Spot On Low Top Sneakers,1,155.0,20.0,155.0,Sneakers
Dolce Vita, Vinni High-Top Desert Sneakers,2,100.0,100.0,100.0,Sneakers
Skechers, Women's GOrun Fast - Glimmer Running Sneakers from Finish Line,35,70.0,93.71,70.0,Sneakers
Dr. Scholl's, Women's Lunar Sneaker Booties,1,100.0,20.0,100.0,Sneakers
Camper, Women's Uno Sneaker,0,135.0,0.0,135.0,Sneakers
GC Shoes, Coby Front Zipper Hightop Sneaker,0,49.99,0.0,49.99,Sneakers
Splendid, Women's Freya Lace Up Sneakers,0,119.0,0.0,119.0,Sneakers
Jessica Simpson, Women's Emiliya Platform Lace-Up Sneakers,0,98.0,0.0,98.0,Sneakers
adidas, Women's Ultra Boost DNA Slip-On Running Sneakers from Finish Line,192,180.0,91.15,180.0,Sneakers
Tommy Hilfiger, Women's Nadeen Sporty Lace Up Sneakers,0,69.0,0.0,69.0,Sneakers
Jack Rogers, Women's Rory Embroidered Wave Sneakers,0,138.0,0.0,138.0,Sneakers
Skechers, Women's Street Poppy - Hippie Hype Slip-On Casual Sneakers from Finish Line,150,50.0,80.27,50.0,Sneakers
BEARPAW, Women's Austin Sneakers,0,60.0,0.0,60.0,Sneakers
cool planet by Steve Madden, Women's Stream Flatform Lace-up Sneakers,0,69.0,0.0,69.0,Sneakers
Vintage Havana, Women's Prince Sneaker,0,130.0,0.0,130.0,Sneakers
Journee Collection, Women's Camila Sneakers,1,84.99,40.0,84.99,Sneakers
adidas, Women's Ultra Boost DNA Slip-On Running Sneakers from Finish Line,192,180.0,91.15,180.0,Sneakers
Kenneth Cole New York, Women's Kayla Mid-top Sneakers	,0,140.0,0.0,140.0,Sneakers
Ryka, Influence Training Women's Sneakers,2,79.99,60.0,79.99,Sneakers
Splendid, Women's Frieda Mule Sneakers,0,109.0,0.0,109.0,Sneakers
Skechers, Women's Roadies - Sweet Roots Slip-On Casual Sneakers from Finish Line,11,55.0,90.91,55.0,Sneakers
Muk Luks, Women's Jacey Laceup Booties,0,65.0,0.0,65.0,Sneakers
Camper, Women's Courb Sneakers,0,155.0,0.0,155.0,Sneakers
Camper, Women's Runner Up Sneakers,0,145.0,0.0,145.0,Sneakers
Dr. Scholl's, Women's Max Zip Slip-Ons Sneaker,2,70.0,90.0,70.0,Sneakers
Ryka, Devotion XT Training Women's Sneakers,322,84.99,87.76,84.99,Sneakers
Matisse, Coconuts By Matisse Lure Sneaker,0,90.0,0.0,90.0,Sneakers
Aqua College," Women's Francine Waterproof Sneakers, Created for Macy's",0,130.0,0.0,130.0,Sneakers
Ryka, Women's Vivid RZX Training Sneakers,18,79.99,74.44,79.99,Sneakers
Camper, Women's Peu Touring Sneaker,0,135.0,0.0,108.0,Sneakers
Vintage Havana, Rooster Low Top Sneaker,0,115.0,0.0,115.0,Sneakers
Camper, Women's PEU Touring Sneakers,0,120.0,0.0,120.0,Sneakers
Camper, Women's PEU Sneakers,0,195.0,0.0,195.0,Sneakers
Harley Davidson, Harley-Davidson Women's Valwood Casual Shoe,0,80.0,0.0,80.0,Sneakers
Kenneth Cole New York, Women's Kayla High-Top Sneakers,8,140.0,67.5,140.0,Sneakers
DV Dolce Vita, Alison High-Top Sneakers,0,69.0,0.0,69.0,Sneakers
Camper, Women's Courb Sneakers,0,160.0,0.0,160.0,Sneakers
Ryka, Vivid Rzx Training Women's Sneakers,3,79.99,46.67,79.99,Sneakers
Camper, Women's Runner Up Sneakers,0,145.0,0.0,145.0,Sneakers
Matisse, Coconuts By Matisse Love Worn Sneaker,0,69.99,0.0,69.99,Sneakers
Camper, Women's Runner Up Sneakers,0,145.0,0.0,145.0,Sneakers
Lucky Brand, Women's Eisley Lace-Up High-Top Sneakers,0,89.0,0.0,89.0,Sneakers
Ryka, Devotion XT Training Women's Sneakers,328,89.99,87.8,89.99,Sneakers
Frye, Women's Webster Low-Top Lace Sneakers,0,168.0,0.0,168.0,Sneakers
Kenneth Cole New York, Women's Kobe Sneakers,2,120.0,70.0,120.0,Sneakers
Frye, Women's Webster Western Low-Top Lace-Up Sneakers,0,198.0,0.0,198.0,Sneakers
Matisse, Coconuts By Matisse Harlan Sneaker,0,69.99,0.0,69.99,Sneakers
Frye, Women's Ivy Strap Low-Top Sneakers,1,198.0,100.0,198.0,Sneakers
Matisse, Coconuts By Matisse Harlan Sneaker,0,69.99,0.0,69.99,Sneakers
Matisse, Coconuts by Matisse Harlan Women's Sneaker,0,85.0,0.0,85.0,Sneakers
Camper, Women's Drift Sneakers,0,155.0,0.0,155.0,Sneakers
JBU, Crimson Women's Casual Slip On Shoes,0,79.0,0.0,79.0,Sneakers
Camper, Women's Twins Sneakers,0,170.0,0.0,170.0,Sneakers
Journee Collection, Women's Foam Adair Sneaker,2,79.99,100.0,79.99,Sneakers
Camper, Women's Twins Sneakers,0,160.0,0.0,160.0,Sneakers
ALL BLACK, Women's Bow Tie Sneakers,0,165.0,0.0,165.0,Sneakers
Dr. Scholl's, Women's All In Oxfords,0,110.0,0.0,110.0,Sneakers
Ryka, Women's Devotion Plus 2 Walking Shoes,409,89.99,88.51,89.99,Sneakers
Jessica Simpson, Women's Jayxe Tread-Sole Lace-Up Sneakers,0,89.0,0.0,89.0,Sneakers
Kenneth Cole New York, Kenneth Cole Men's Liam Step Sneaker WTT,0,99.0,0.0,99.0,Sneakers
Vintage Havana, Jamba Women's Sneaker,0,140.0,0.0,140.0,Sneakers
Vintage Havana, Women's Nadia High Sneaker,0,155.0,0.0,155.0,Sneakers
Dirty Laundry, Women's Fluffed Up Sneakers,0,69.95,0.0,69.95,Sneakers
Barbour, Women's Sydney Slip-On Sneakers,0,140.0,0.0,140.0,Sneakers
Dr. Scholl's, Women's High Spirits Oxfords,0,100.0,0.0,100.0,Sneakers
Camper, Women's PEU Sneakers,0,195.0,0.0,195.0,Sneakers
Dirty Laundry, Miss Jaxon Women's Sneakers,0,49.95,0.0,49.95,Sneakers
Journee Collection, Women's Foam Arden Sneaker,0,79.99,0.0,79.99,Sneakers
Kenneth Cole New York, Women's Kiera WP Sneakers,4,160.0,60.0,160.0,Sneakers
Camper, Women's Tws Sneaker,0,135.0,0.0,135.0,Sneakers
New Balance, Women's 311 V2 Casual Sneakers from Finish Line,0,70.0,0.0,70.0,Sneakers
TOMS, Women's Avalon Slip On Sneakers,0,59.0,0.0,59.0,Sneakers
Journee Collection, Women's Lynz Sneakers,1,84.99,40.0,84.99,Sneakers
Journee Collection, Women's Taschi Sneakers,1,84.99,40.0,84.99,Sneakers
Camper, Women's Runner Up Sneaker,0,145.0,0.0,116.0,Sneakers
Ryka, Hydro Sport Aquas Women's Shoes,1,79.99,20.0,79.99,Sneakers
ALL BLACK, Cap and Zip Sneaker,0,190.0,0.0,190.0,Sneakers
ALL BLACK, Tux Slip-On,0,158.0,0.0,158.0,Sneakers
ALL BLACK, Exotic Platform Trainer Women's Sneakers,0,162.0,0.0,162.0,Sneakers
Ryka, Ultimate Running Women's Shoes,5,69.99,44.0,69.99,Sneakers
Nautica, Tamiah Women's Active Sneaker,0,65.0,0.0,65.0,Sneakers
Ryka, Devotion XT Training Women's Sneakers,324,89.99,87.59,89.99,Sneakers
Vintage Havana, Women's Brewer Sneaker,0,130.0,0.0,130.0,Sneakers
BEARPAW, Women's Valencia Sneakers,2,60.0,60.0,60.0,Sneakers
Sava, Women's Neve Sneaker,0,100.99,0.0,100.99,Sneakers
Danskin, STRENGTH Lace Up Sneaker with Contrast Trim,3,50.0,46.67,50.0,Sneakers
Harley Davidson, Harley-Davidson Women's Torland Casual Shoe,0,80.0,0.0,80.0,Sneakers
Kenneth Cole New York, Women's Kam Sneakers,8,135.0,90.0,135.0,Sneakers
Lucky Brand, Women's Tolini Lace-Up Slip-On Sneakers,1,79.0,20.0,79.0,Sneakers
THERAFIT, Shoe Sienna Side Zip Sport Casual Shoe,1,145.0,60.0,145.0,Sneakers
Fila, Women's Reunion Casual Sneakers from Finish Line,0,75.0,0.0,75.0,Sneakers
Journee Collection, Women's Foam Erica Sneakers,0,79.99,0.0,79.99,Sneakers
Minnetonka, Wilder Pile-Lined Slip-On Sneakers,2,50.0,100.0,50.0,Sneakers
Dirty Laundry, Women's Helix Knit Sneakers,0,59.95,0.0,59.95,Sneakers
Ryka, Devotion Plus 3 Walking Women's Shoes,62,89.99,91.61,89.99,Sneakers
Nautica, Anoki Jogger Sneakers,0,55.0,0.0,55.0,Sneakers
Ryka, Sky Walk Walking Women's Shoes,1,69.99,100.0,69.99,Sneakers
Camper, Women's Bark Sneakers,0,170.0,0.0,170.0,Sneakers
Journee Collection, Women's Foam Kyndra Sneakers,0,84.99,0.0,84.99,Sneakers
Ryka, Women's Focus XT Training Sneakers,0,74.99,0.0,74.99,Sneakers
Trotters, Women's Avrille Sneaker,0,99.95,0.0,99.95,Sneakers
THERAFIT, Shoe Fransesca Sport Shoe,1,155.0,60.0,155.0,Sneakers
Journee Collection, Women's Raaye Sneakers,0,84.99,0.0,84.99,Sneakers
Kenneth Cole New York, Women's Kingcro Sneakers,0,120.0,0.0,120.0,Sneakers
RocSoc, Women's Mesh Shoe,1,60.0,80.0,60.0,Sneakers
Puma, Women's Cruise Rider Casual Sneakers from Finish Line,0,85.0,0.0,85.0,Sneakers
Nautica, Beela Active Sneakers,0,65.0,0.0,65.0,Sneakers
THERAFIT, Women's Clarissa Athletic Sneakers,1,159.95,60.0,159.95,Sneakers
Harley Davidson, Harley-Davidson Women's Valwood Casual Shoe,0,80.0,0.0,80.0,Sneakers
ALL BLACK, PT Graphic Women's Sneakers,0,175.0,0.0,175.0,Sneakers
Harley Davidson, Harley-Davidson Women's Zia Casual Shoe,0,65.0,0.0,65.0,Sneakers
Rockport, Women's Let's Walk U Bal Sneaker,37,150.0,73.51,150.0,Sneakers
Zodiac, Love Sneakers,0,79.0,0.0,79.0,Sneakers
Vintage Havana, Women's Lester Sneakers,0,140.0,0.0,140.0,Sneakers
Bueno, Women's Rumor Sneakers,0,130.0,0.0,130.0,Sneakers
Trotters, Women's Alright Sneaker,0,89.95,0.0,89.95,Sneakers
Nautica, Belisa Active Sneakers,0,65.0,0.0,65.0,Sneakers
Zodiac, Ella Sneakers,0,79.0,0.0,79.0,Sneakers
Propét, Women's Anya Lace-up Sneakers,0,74.95,0.0,74.95,Sneakers
Ryka, Women's Core Ultimate Running Shoes,15,69.99,89.33,69.99,Sneakers
Danskin, EMPOWER Slip On Stretch Knit Sneaker,0,50.0,0.0,50.0,Sneakers
Harley Davidson, Harley-Davidson Women's Vardon Motorcycle Riding Hi Top Sneaker,0,160.0,0.0,160.0,Sneakers
Dirty Laundry, Women's Serene Sneakers,1,49.95,80.0,49.95,Sneakers
Journee Collection, Women's Lynz Wide Sneakers,1,84.99,100.0,84.99,Sneakers
Camper, Women's Bolso Sneakers,0,135.0,0.0,135.0,Sneakers
Minnetonka, Windy Pile-Lined Slip-On Sneakers,3,55.0,100.0,55.0,Sneakers
Sperry, Soletide Sneakers,0,70.0,0.0,70.0,Sneakers
Dirty Laundry, Women's Jaxon Satin Sneaker,0,49.95,0.0,49.95,Sneakers
Zodiac, Women's Jess Sneakers,0,79.0,0.0,79.0,Sneakers
Nautica, Asmira Women's Active Sneaker,0,65.0,0.0,65.0,Sneakers
Wanted, Women's Grove Low Top Lace Up Sneakers,0,50.0,0.0,50.0,Sneakers
Nautica, Shania Active Sneakers,1,60.0,80.0,60.0,Sneakers
Vintage Havana, Women's Katrina Sneaker,1,155.0,100.0,155.0,Sneakers
Danskin, RESPECT Slip On Sneaker with Patterned Upper,0,50.0,0.0,50.0,Sneakers
Vintage Havana, Women's Far Sneakers,0,125.0,0.0,125.0,Sneakers
Journee Collection, Women's Elle Sneakers,0,84.99,0.0,84.99,Sneakers
Easy Street, So Lite Fernly Comfort Slip Ons,2,65.0,80.0,65.0,Sneakers
Propét, Women's Travelbound Tracer Sneakers,0,74.95,0.0,74.95,Sneakers
Propét, Women's Karly Slip-On Leather Sneakers,0,84.95,0.0,84.95,Sneakers
Timberland, Women's Reaxion Composite Low Safety Shoe,4,120.0,45.0,120.0,Sneakers
GC Shoes, Raja Wedge Sneaker,2,60.0,30.0,60.0,Sneakers
Kenneth Cole New York, Kenneth Cole Men's Liam Slip on WITT,0,99.0,0.0,99.0,Sneakers
Vintage Havana, Houston Women's Sneaker,0,125.0,0.0,125.0,Sneakers
GC Shoes, Amber Slip-On Sneaker,1,55.0,60.0,55.0,Sneakers
Ecco, Women's Soft 7 Low Booties,0,175.0,0.0,175.0,Sneakers
Camper, Women's Nothing Sneakers,0,160.0,0.0,160.0,Sneakers
TOMS, Women's Paxton Slip-On Sneakers,3,84.0,73.33,84.0,Sneakers
Camper, Women's Imar Sneakers,0,120.0,0.0,120.0,Sneakers
Danskin, IMAGINE Lace Up Sneaker with Bungee Lacing,1,50.0,20.0,50.0,Sneakers
Zodiac, Women's Jasmin Slip-Ons Sneakers,0,79.0,0.0,79.0,Sneakers
Camper, Women's Circle Sneakers,0,199.0,0.0,199.0,Sneakers
Zodiac, Penny Lace-up Knit Sneakers,17,79.0,92.94,79.0,Sneakers
Journee Collection, Women's Camila Wide Sneakers,2,84.99,100.0,84.99,Sneakers
ALL BLACK, Fur Top Zip Women's Sneakers,0,179.0,0.0,89.5,Sneakers
Vintage Havana, Women's Lafayette Sneaker,0,125.0,0.0,125.0,Sneakers
Journee Collection, Women's Foam Josalyn Sneaker,0,89.99,0.0,89.99,Sneakers
Easy Street, Sport Infinity Slip Ons,5,80.0,88.0,80.0,Sneakers
ALL BLACK, Women's Side Scoop Slip-On Sneakers,0,159.0,0.0,159.0,Sneakers
Zodiac, Women's Jasmin 1 Slip-Ons Sneakers,0,79.0,0.0,79.0,Sneakers
Franco Sarto, Homer 2 Slip-on Sneakers,1,99.0,20.0,99.0,Sneakers
MIA, Women's Gran Sneaker,1,69.0,60.0,69.0,Sneakers
Ryka, Devotion XT Mid Training Women's Sneakers,3,89.99,80.0,89.99,Sneakers
ALL BLACK, Women's Tassel Slip-On Sneakers,0,149.0,0.0,149.0,Sneakers
Splendid, Women's Aida Slip On Sneakers,1,89.0,100.0,89.0,Sneakers
Fila, Women's Fila Ever grand Trail Running Sneakers from Finish Line,0,70.0,0.0,70.0,Sneakers
Clarks, Cloudsteppers Women's Sillian 2.0 Day Sneakers,3,85.0,100.0,50.99,Sneakers
THERAFIT, Women's Renee Slip-Resistant Walking Sneaker,0,155.0,0.0,155.0,Sneakers
Timberland, Women's Reaxion Composite Safety Shoe,4,120.0,45.0,120.0,Sneakers
Camper, Women's Drift Sneakers,0,155.0,0.0,155.0,Sneakers
JBU, Crimson Women's Casual Slip On Shoes,0,79.0,0.0,79.0,Sneakers
Ryka, Dash 3 Walking Women's Shoes,7,69.99,88.57,69.99,Sneakers
Shoes For Crews," Pearl, Women Slip Resistant Athletic Shoe",0,84.98,0.0,84.98,Sneakers
cool planet by Steve Madden, Women's Maeve Lace-Up Sneakers,0,69.0,0.0,69.0,Sneakers
Rockport, Women's Total Motion Sport W High Slip Shoes,4,110.0,60.0,110.0,Sneakers
Ryka, Women's Myla 2 Slip-On Sneakers,12,69.99,83.33,69.99,Sneakers
Lucky Brand, Tezra Casual Sneakers,2,89.0,70.0,89.0,Sneakers
Esprit, Nelle Sneakers,0,59.0,0.0,59.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Triple Kick Stripe Sneakers,0,95.0,0.0,95.0,Sneakers
kate spade new york, Keds Kate Spade Champion Sneakers,0,84.95,0.0,84.95,Sneakers
Journee Collection, Women's Foam Wide Width Erica Sneakers,0,79.99,0.0,79.99,Sneakers
Matisse, Coconuts by Matisse Valerie Women's Sneaker,0,39.95,0.0,39.95,Sneakers
New Balance, Women's 327 Casual Sneakers from Finish Line,0,90.0,0.0,90.0,Sneakers
Nautica, Yoselin Women's Lace Up Sneaker,0,59.0,0.0,35.4,Sneakers
Kenneth Cole New York, Women's Kamspadrille Sneakers,5,145.0,96.0,145.0,Sneakers
Aerosoles, Women's Erin Sport Casual Sneakers,0,99.0,0.0,89.0,Sneakers
Bella Vita, Spencer II Slip-On Sneakers,7,85.0,65.71,85.0,Sneakers
Ryka, Women's Belong Walking Shoes,6,69.99,90.0,69.99,Sneakers
Emeril Lagasse Footwear, Women's Read Slip-Resistant Sneakers,0,70.0,0.0,70.0,Sneakers
Bueno, Women's Rascal Sneakers,0,110.0,0.0,110.0,Sneakers
Aqua College," Women's Gisela Waterproof Sneakers, Created for Macy's",0,99.0,0.0,44.93,Sneakers
Jessica Simpson, Women's Edda Platform Lace-Up Sneakers,0,89.0,0.0,53.4,Sneakers
Wanted, Women's Grand High Top Lace Up Sneakers,0,60.0,0.0,60.0,Sneakers
Timberland, Women's Skyla Bay Leather Slip-On Sneakers,0,70.0,0.0,70.0,Sneakers
Propét, Women's Nova Hi-top Sneakers,0,79.95,0.0,79.95,Sneakers
Ryka, Sky Walk Walking Women's Shoes,3,69.99,73.33,69.99,Sneakers
Zodiac, Paige Slip-on Sneakers,0,79.0,0.0,79.0,Sneakers
Lucky Brand, Women's Hennia Casual Sneakers ,0,89.0,0.0,89.0,Sneakers
Ecco, Women's ST.1 Lite Slip-On Sneakers,0,150.0,0.0,150.0,Sneakers
Ryka, Women's Balance Walking Shoes,2,69.99,60.0,69.99,Sneakers
L'Artiste, Women's Libbi-Leopard Casual Sneakers,0,129.95,0.0,129.95,Sneakers
MIA, Women's Khloey Wedge Sneaker,0,69.0,0.0,69.0,Sneakers
Journee Collection, Women's Amelia Sneakers,2,59.99,40.0,59.99,Sneakers
Kenneth Cole New York, Women's Kam Lace-Up Sneakers,78,125.0,81.28,125.0,Sneakers
Kenneth Cole New York, Women's Kam Sneakers,7,99.0,80.0,99.0,Sneakers
Propét, Women's Karissa Leather Sneakers,1,89.95,60.0,89.95,Sneakers
Franco Sarto, Lessia Sneakers,2,99.0,70.0,99.0,Sneakers
Dolce Vita, Zeta Plush Slip-on Sneakers,2,125.0,70.0,89.99,Sneakers
RocSoc, Women's Speed Lace Open Mesh Shoe,0,59.0,0.0,59.0,Sneakers
STEVEN NEW YORK, Kalia Plush Slip-On Sneakers,0,89.0,0.0,53.4,Sneakers
Propét, Women's Nyomi Slip-on Sneakers,2,74.95,70.0,74.95,Sneakers
Jack Rogers, Women's Lorelai Slip-On Sneakers,1,98.0,100.0,98.0,Sneakers
Ryka, Vida RZX Training Women's Sneakers,0,79.99,0.0,79.99,Sneakers
Emeril Lagasse Footwear, Women's Dixon Ez-Fit Slip-Resistant Sneakers,0,51.0,0.0,51.0,Sneakers
Dr. Scholl's, Women's Dispatch Sneakers,1,75.0,20.0,75.0,Sneakers
GC Shoes, Lex Lace-Up Sneaker,0,55.0,0.0,55.0,Sneakers
BCBGMAXAZRIA, Women's Harly Laceup Sneaker,0,139.0,0.0,139.0,Sneakers
Rockport, Women's Trustride Side-Zip Slip-On Sneakers,36,110.0,82.78,110.0,Sneakers
Nautica, Yocona Women's Lace-Up Fashion Sneaker,0,65.0,0.0,65.0,Sneakers
TOMS, Women's Paxton Suede Sneakers,3,79.0,100.0,79.0,Sneakers
Aqua College," Women's Flavia Waterproof Sneakers, Created for Macy's ",0,99.0,0.0,99.0,Sneakers
Camper, Women's PEU Sneakers,0,155.0,0.0,155.0,Sneakers
Dirty Laundry, Women's Franklin Sneakers,0,49.95,0.0,49.95,Sneakers
Camper, Women's Courb Sneaker,0,155.0,0.0,93.0,Sneakers
Skechers, Women's The Stellar Jodi Casual Sneakers from Finish Line,2,95.0,100.0,80.0,Sneakers
Propét, Women's Finch Canvas Sneakers,0,64.95,0.0,64.95,Sneakers
Dolce Vita, Lian Lace-Up Slip-On Sneakers,0,100.0,0.0,100.0,Sneakers
Journee Collection, Women's Foam Edell Sneaker,0,79.99,0.0,79.99,Sneakers
bebe, Women's Dianica Quilted Sneaker,0,79.95,0.0,79.95,Sneakers
Vintage Havana, Women's Independence Sneaker,0,130.0,0.0,130.0,Sneakers
Sanctuary," Daytripper ""Smart Creation"" Lace-Up Sneakers",0,119.0,0.0,54.93,Sneakers
Aerosoles, Women's Zirah Casual Bootie,1,110.0,100.0,110.0,Sneakers
Propét, Women's Travelactiv Safari Sneakers,0,64.95,0.0,64.95,Sneakers
Aqua College," Women's Georgia Sneakers, Created for Macy's",0,120.0,0.0,59.93,Sneakers
Ecco, Women's Exhike GORE-TEX High-Top Sneakers,0,200.0,0.0,200.0,Sneakers
Eileen Fisher, Greta Sneaker Booties,3,175.0,73.33,78.73,Sneakers
Reebok, Women's Club C Double Platform Casual Sneakers from Finish Line,644,80.0,91.96,80.0,Sneakers
Ryka, Women's Noriko Walking Shoes,14,79.99,88.57,79.99,Sneakers
Propét, Women's Travelactiv Axial Sneakers,0,74.95,0.0,74.95,Sneakers
Reebok, Women's Legacy 83 Recycle Casual Sneakers from Finish Line,29,80.0,86.21,80.0,Sneakers
Emeril Lagasse Footwear, Women's Miro Ez-Fit Slip-Resistant Sneakers,1,61.0,40.0,61.0,Sneakers
Calvin Klein, Women's Alure Casual Slip-On Sneakers,0,89.0,0.0,89.0,Sneakers
MIA, Women's Marcello Flats,2,49.99,50.0,49.99,Sneakers
Ecco, Women's Soft X Sneakers ,0,150.0,0.0,150.0,Sneakers
Propét, Women's Stana Slip-Resistant Shoes,0,84.95,0.0,84.95,Sneakers
Eileen Fisher, Women's Prosper Shoes,0,160.0,0.0,160.0,Sneakers
Puma, Women's Carina Leopard Casual Sneakers from Finish Line,0,65.0,0.0,65.0,Sneakers
Rockport, Women's City Lites Robyne Slip On Shoes,26,100.0,93.08,100.0,Sneakers
Ryka, Influence Training Women's Sneakers,1,79.99,100.0,79.99,Sneakers
Propét, Women's Flicker Canvas Sneakers,0,64.95,0.0,64.95,Sneakers
Danskin, Women's Stunt Lace Up Sneaker,0,50.0,0.0,50.0,Sneakers
Dr. Scholl's, Women's Easy Now Walking Shoes,0,70.0,0.0,70.0,Sneakers
MIA, Women's Kaleb Wedge Sneaker,0,69.0,0.0,69.0,Sneakers
Eileen Fisher, Women's Peris Lace-Up Sneakers,0,160.0,0.0,160.0,Sneakers
Propét, Women's Onalee Comfort Shoes,0,64.95,0.0,64.95,Sneakers
Trotters, Avrille Sneaker,1,99.95,80.0,99.95,Sneakers
Nine West, Women's Even Lace Up Sneakers,0,79.0,0.0,79.0,Sneakers
Rampage, Women's Korie Slip On Sneakers,0,59.0,0.0,59.0,Sneakers
Lucky Brand, Women's Dansbey Woven Lace-Up Sneakers,0,79.0,0.0,79.0,Sneakers
Jack Rogers, Women's Rory Daisy Print Sneakers,0,108.0,0.0,94.0,Sneakers
Trotters, Women's Adore Sneaker,0,109.95,0.0,109.95,Sneakers
Baretraps, Nadra Slip on Women's Sneaker Flat,3,69.0,53.33,69.0,Sneakers
SoftWalk, Athens Sneakers,0,124.95,0.0,124.95,Sneakers
Nautica, Ambrea Active Women's Slip-On Sneaker,0,59.0,0.0,59.0,Sneakers
Adrienne Vittadini, Women's Kevin Slip-On Sneaker,0,79.0,0.0,47.4,Sneakers
Gentle Souls, by Kenneth Cole Women's Rosette 2 Slip-On Sneakers,0,199.0,0.0,199.0,Sneakers
Soul Naturalizer, Krista Sneakers,12,89.0,83.33,89.0,Sneakers
Camper, Women's Peu Cami Sneakers,0,195.0,0.0,136.5,Sneakers
Bueno, Women's Petro Sneakers,1,140.0,60.0,140.0,Sneakers
Timberland, Women's Powertrain Sport Alloy Toe SD Work Shoes,23,110.0,74.78,110.0,Sneakers
Vintage Havana, Marcela Women's Sneaker,0,105.0,0.0,105.0,Sneakers
MIA, Women's Ela-Sk Sneaker,1,69.0,80.0,69.0,Sneakers
Splendid, Women's Arianna Mule Sneakers,0,79.0,0.0,79.0,Sneakers
Camper, Women's Courb Sneakers,0,155.0,0.0,93.0,Sneakers
Vintage Havana, Wooster Women's Sneaker,0,120.0,0.0,120.0,Sneakers
Danskin, Women's Elevate Lace Up Sneaker,0,50.0,0.0,50.0,Sneakers
bebe, Women's Dovie Logo Platform Sneaker,0,59.95,0.0,59.95,Sneakers
Nautica, Dulcie Women's Lace Up Sneaker,0,65.0,0.0,65.0,Sneakers
Spring Step, L'Artiste Women's Lacerup Lace-Up Sneakers,0,99.95,0.0,99.95,Sneakers
Ryka, Women's Focus XT Training Sneakers,16,74.99,72.5,74.99,Sneakers
Gentle Souls, by Kenneth Cole Women's Rosette Slip-On 2 Sneakers,3,199.0,86.67,199.0,Sneakers
Bueno, Women's Pali Sneakers,0,120.0,0.0,120.0,Sneakers
Vintage Havana, Mellow 2 Women's Sneaker,0,125.0,0.0,125.0,Sneakers
Bella Vita, Spencer II Slip-On Sneakers,0,85.0,0.0,85.0,Sneakers
Anne Klein, Townsend Women's Sneakers,0,99.0,0.0,99.0,Sneakers
Vintage Havana, Angel Women's Sneaker,0,130.0,0.0,130.0,Sneakers
Bueno, Women's Rumour Sneakers,1,140.0,60.0,140.0,Sneakers
Sam Edelman, Women's Avon High-Top Sneakers,0,130.0,0.0,130.0,Sneakers
Journee Collection, Women's Meesh Sneakers,0,79.99,0.0,79.99,Sneakers
Soul Naturalizer, Taffy Sneaker Booties,1,90.0,100.0,90.0,Sneakers
ALL BLACK, Women's Cap and Slip-On Flats,0,178.0,0.0,89.0,Sneakers
Tommy Hilfiger, Odesi Sneakers,0,59.0,0.0,59.0,Sneakers
Dr. Scholl's, Women's Nailed It Oxfords,0,80.0,0.0,80.0,Sneakers
Danskin, Women's Epic Lace Up Sneaker,1,50.0,100.0,50.0,Sneakers
Dr. Scholl's, Women's Hold Up Oxfords,0,75.0,0.0,75.0,Sneakers
ALL BLACK, Women's Solid Mesh Sneaker,0,163.0,0.0,81.5,Sneakers
Mark Nason, Women's A-Line - Roads Casual Sneakers from Finish Line,10,85.0,78.0,60.0,Sneakers
Danskin, Women's Boost Lace Up Sneaker,1,50.0,60.0,50.0,Sneakers
cool planet by Steve Madden, Valeriee Lace-Up Knit Sneakers,0,69.0,0.0,69.0,Sneakers
Ryka, Women's Echo Low Oxford Shoes,2,79.99,70.0,79.99,Sneakers
